Indicator,Value,Year,Month,Source,Reference,Gender (All/Male/Female),Geography (All/Urban/Rural),Disability (All/With/Without),Wealth Quintile (All/Poorest/Second/Middle/Fourth/Richest),Educational attainment of household head,Province,District,"Age Range (i.e. 0-24 M, 15-60 Y)",SDG Goal,SDG Target,SDG National Indicator,CPAP 2016-2020 Outcome,CPAP 2016-2020 Output,Relevant SMQ No.,Keyword Tag 1,Keyword Tag 2,Keyword Tag 3,Keyword Tag 4,Keyword Tag 5,Prefered,To correct
Prevalence of moderate & severe overweight in children under 5 years of age,10.70,2013,,RISKESDAS,,All,All,All,All,Incomplete primary school (SD)/Islamic primary school (MI),All Indonesia,,0-59 months,2,,,,,,,,,,,,
Prevalence of moderate & severe overweight in children under 5 years of age,11.10,2013,,RISKESDAS,,All,All,All,All,Graduated primary school (SD/MI),All Indonesia,,0-59 months,2,,,,,,,,,,,,
Prevalence of moderate & severe overweight in children under 5 years of age,11.80,2013,,RISKESDAS,,All,All,All,All,Graduated junior secondary school (SMP/MTS),All Indonesia,,0-59 months,2,,,,,,,,,,,,
Prevalence of moderate & severe overweight in children under 5 years of age,11.90,2013,,RISKESDAS,,All,All,All,All,Graduated senior secondary school (SMA/MA),All Indonesia,,0-59 months,2,,,,,,,,,,,,
Prevalence of moderate & severe overweight in children under 5 years of age,15.30,2013,,RISKESDAS,,All,All,All,All,Graduated university (D1-D3/PT),All Indonesia,,0-59 months,2,,,,,,,,,,,,
Prevalence of moderate & severe overweight in children under 5 years of age,9.80,2013,,RISKESDAS,,All,All,All,All,All,Aceh,,0-59 months,2,,,,,,,,,,,,
Prevalence of moderate & severe overweight in children under 5 years of age,12.80,2013,,RISKESDAS,,All,All,All,All,All,Sumatera Utara,,0-59 months,2,,,,,,,,,,,,
Prevalence of moderate & severe overweight in children under 5 years of age,10.10,2013,,RISKESDAS,,All,All,All,All,All,Sumatera Barat,,0-59 months,2,,,,,,,,,,,,
Prevalence of moderate & severe overweight in children under 5 years of age,14.30,2013,,RISKESDAS,,All,All,All,All,All,Riau,,0-59 months,2,,,,,,,,,,,,
Prevalence of moderate & severe overweight in children under 5 years of age,13.10,2013,,RISKESDAS,,All,All,All,All,All,Jambi,,0-59 months,2,,,,,,,,,,,,
Prevalence of moderate & severe overweight in children under 5 years of age,16.70,2013,,RISKESDAS,,All,All,All,All,All,Sumatera Selatan,,0-59 months,2,,,,,,,,,,,,
Prevalence of moderate & severe overweight in children under 5 years of age,16.40,2013,,RISKESDAS,,All,All,All,All,All,Bengkulu,,0-59 months,2,,,,,,,,,,,,
Prevalence of moderate & severe overweight in children under 5 years of age,21.40,2013,,RISKESDAS,,All,All,All,All,All,Lampung,,0-59 months,2,,,,,,,,,,,,
Prevalence of moderate & severe overweight in children under 5 years of age,13.60,2013,,RISKESDAS,,All,All,All,All,All,Kepulauan Bangka Belitung,,0-59 months,2,,,,,,,,,,,,
Prevalence of moderate & severe overweight in children under 5 years of age,8.90,2013,,RISKESDAS,,All,All,All,All,All,Kepulauan Riau,,0-59 months,2,,,,,,,,,,,,
Prevalence of moderate & severe overweight in children under 5 years of age,11.70,2013,,RISKESDAS,,All,All,All,All,All,DKI Jakarta,,0-59 months,2,,,,,,,,,,,,
Prevalence of moderate & severe overweight in children under 5 years of age,11.80,2013,,RISKESDAS,,All,All,All,All,All,Jawa Barat,,0-59 months,2,,,,,,,,,,,,
Prevalence of moderate & severe overweight in children under 5 years of age,12.00,2013,,RISKESDAS,,All,All,All,All,All,Jawa Tengah,,0-59 months,2,,,,,,,,,,,,
Prevalence of moderate & severe overweight in children under 5 years of age,10.30,2013,,RISKESDAS,,All,All,All,All,All,DI Yogyakarta,,0-59 months,2,,,,,,,,,,,,
Prevalence of moderate & severe overweight in children under 5 years of age,11.80,2013,,RISKESDAS,,All,All,All,All,All,Jawa Timur,,0-59 months,2,,,,,,,,,,,,
Prevalence of moderate & severe overweight in children under 5 years of age,11.80,2013,,RISKESDAS,,All,All,All,All,All,Banten,,0-59 months,2,,,,,,,,,,,,
Prevalence of moderate & severe overweight in children under 5 years of age,12.60,2013,,RISKESDAS,,All,All,All,All,All,Bali,,0-59 months,2,,,,,,,,,,,,
Prevalence of moderate & severe overweight in children under 5 years of age,8.50,2013,,RISKESDAS,,All,All,All,All,All,Nusa Tenggara Barat,,0-59 months,2,,,,,,,,,,,,
Prevalence of moderate & severe overweight in children under 5 years of age,8.00,2013,,RISKESDAS,,All,All,All,All,All,Nusa Tenggara Timur,,0-59 months,2,,,,,,,,,,,,
Prevalence of moderate & severe overweight in children under 5 years of age,12.50,2013,,RISKESDAS,,All,All,All,All,All,Kalimantan Barat,,0-59 months,2,,,,,,,,,,,,
Prevalence of moderate & severe overweight in children under 5 years of age,10.90,2013,,RISKESDAS,,All,All,All,All,All,Kalimantan Tengah,,0-59 months,2,,,,,,,,,,,,
Prevalence of moderate & severe overweight in children under 5 years of age,9.90,2013,,RISKESDAS,,All,All,All,All,All,Kalimantan Selatan,,0-59 months,2,,,,,,,,,,,,
Prevalence of moderate & severe overweight in children under 5 years of age,12.60,2013,,RISKESDAS,,All,All,All,All,All,Kalimantan Timur,,0-59 months,2,,,,,,,,,,,,
Prevalence of moderate & severe overweight in children under 5 years of age,,2013,,RISKESDAS,,All,All,All,All,All,Kalimantan Utara,,0-59 months,2,,,,,,,,,,,,
Prevalence of moderate & severe overweight in children under 5 years of age,10.50,2013,,RISKESDAS,,All,All,All,All,All,Sulawesi Utara,,0-59 months,2,,,,,,,,,,,,
Prevalence of moderate & severe overweight in children under 5 years of age,8.50,2013,,RISKESDAS,,All,All,All,All,All,Sulawesi Tengah,,0-59 months,2,,,,,,,,,,,,
Prevalence of moderate & severe overweight in children under 5 years of age,6.80,2013,,RISKESDAS,,All,All,All,All,All,Sulawesi Selatan,,0-59 months,2,,,,,,,,,,,,
Prevalence of moderate & severe overweight in children under 5 years of age,9.60,2013,,RISKESDAS,,All,All,All,All,All,Sulawesi Tenggara,,0-59 months,2,,,,,,,,,,,,
Prevalence of moderate & severe overweight in children under 5 years of age,6.90,2013,,RISKESDAS,,All,All,All,All,All,Gorontalo,,0-59 months,2,,,,,,,,,,,,
Prevalence of moderate & severe overweight in children under 5 years of age,7.90,2013,,RISKESDAS,,All,All,All,All,All,Sulawesi Barat,,0-59 months,2,,,,,,,,,,,,
Prevalence of moderate & severe overweight in children under 5 years of age,6.40,2013,,RISKESDAS,,All,All,All,All,All,Maluku,,0-59 months,2,,,,,,,,,,,,
Prevalence of moderate & severe overweight in children under 5 years of age,7.30,2013,,RISKESDAS,,All,All,All,All,All,Maluku Utara,,0-59 months,2,,,,,,,,,,,,
Prevalence of moderate & severe overweight in children under 5 years of age,7.50,2013,,RISKESDAS,,All,All,All,All,All,Papua Barat,,0-59 months,2,,,,,,,,,,,,
Prevalence of moderate & severe overweight in children under 5 years of age,15.00,2013,,RISKESDAS,,All,All,All,All,All,Papua,,0-59 months,2,,,,,,,,,,,,
Prevalence of moderate & severe overweight in children under 5 years of age,11.50,2013,,RISKESDAS,,Female,All,All,All,All,All Indonesia,,0-59 months,2,,,,,,,,,,,,
Prevalence of moderate & severe overweight in children under 5 years of age,12.10,2013,,RISKESDAS,,Male,All,All,All,All,All Indonesia,,0-59 months,2,,,,,,,,,,,,
Prevalence of moderate & severe stunting in children under 5 years of age,37.20,2013,,RISKESDAS,,All,All,All,All,All,All Indonesia,,0-59 months,2,,,,,,,,,,,,
Prevalence of moderate & severe stunting in children under 5 years of age,32.50,2013,,RISKESDAS,,All,Urban,All,All,All,All Indonesia,,0-59 months,2,,,,,,,,,,,,
Prevalence of moderate & severe stunting in children under 5 years of age,42.10,2013,,RISKESDAS,,All,Rural,All,All,All,All Indonesia,,0-59 months,2,,,,,,,,,,,,
Prevalence of moderate & severe stunting in children under 5 years of age,48.40,2013,,RISKESDAS,,All,All,All,Q1 (poorest),All,All Indonesia,,0-59 months,2,,,,,,,,,,,,
Prevalence of moderate & severe stunting in children under 5 years of age,42.40,2013,,RISKESDAS,,All,All,All,Q2,All,All Indonesia,,0-59 months,2,,,,,,,,,,,,
Prevalence of moderate & severe stunting in children under 5 years of age,38.50,2013,,RISKESDAS,,All,All,All,Q3,All,All Indonesia,,0-59 months,2,,,,,,,,,,,,
Prevalence of moderate & severe stunting in children under 5 years of age,32.30,2013,,RISKESDAS,,All,All,All,Q4,All,All Indonesia,,0-59 months,2,,,,,,,,,,,,
Prevalence of moderate & severe stunting in children under 5 years of age,29.00,2013,,RISKESDAS,,All,All,All,Q5 (wealthiest),All,All Indonesia,,0-59 months,2,,,,,,,,,,,,
Prevalence of moderate & severe stunting in children under 5 years of age,41.30,2013,,RISKESDAS,,All,All,All,All,No school,All Indonesia,,0-59 months,2,,,,,,,,,,,,
Prevalence of moderate & severe stunting in children under 5 years of age,41.20,2013,,RISKESDAS,,All,All,All,All,Incomplete primary school (SD)/Islamic primary school (MI),All Indonesia,,0-59 months,2,,,,,,,,,,,,
Prevalence of moderate & severe stunting in children under 5 years of age,42.10,2013,,RISKESDAS,,All,All,All,All,Graduated primary school (SD/MI),All Indonesia,,0-59 months,2,,,,,,,,,,,,
Prevalence of moderate & severe stunting in children under 5 years of age,38.00,2013,,RISKESDAS,,All,All,All,All,Graduated junior secondary school (SMP/MTS),All Indonesia,,0-59 months,2,,,,,,,,,,,,
Prevalence of moderate & severe stunting in children under 5 years of age,32.30,2013,,RISKESDAS,,All,All,All,All,Graduated senior secondary school (SMA/MA),All Indonesia,,0-59 months,2,,,,,,,,,,,,
Prevalence of moderate & severe stunting in children under 5 years of age,27.30,2013,,RISKESDAS,,All,All,All,All,Graduated university (D1-D3/PT),All Indonesia,,0-59 months,2,,,,,,,,,,,,
Prevalence of moderate & severe stunting in children under 5 years of age,41.50,2013,,RISKESDAS,,All,All,All,All,All,Aceh,,0-59 months,2,,,,,,,,,,,,
Prevalence of moderate & severe stunting in children under 5 years of age,42.50,2013,,RISKESDAS,,All,All,All,All,All,Sumatera Utara,,0-59 months,2,,,,,,,,,,,,
Prevalence of moderate & severe stunting in children under 5 years of age,39.20,2013,,RISKESDAS,,All,All,All,All,All,Sumatera Barat,,0-59 months,2,,,,,,,,,,,,
Prevalence of moderate & severe stunting in children under 5 years of age,36.80,2013,,RISKESDAS,,All,All,All,All,All,Riau,,0-59 months,2,,,,,,,,,,,,
Prevalence of moderate & severe stunting in children under 5 years of age,37.90,2013,,RISKESDAS,,All,All,All,All,All,Jambi,,0-59 months,2,,,,,,,,,,,,
Prevalence of moderate & severe stunting in children under 5 years of age,36.70,2013,,RISKESDAS,,All,All,All,All,All,Sumatera Selatan,,0-59 months,2,,,,,,,,,,,,
Prevalence of moderate & severe stunting in children under 5 years of age,39.70,2013,,RISKESDAS,,All,All,All,All,All,Bengkulu,,0-59 months,2,,,,,,,,,,,,
Prevalence of moderate & severe stunting in children under 5 years of age,42.60,2013,,RISKESDAS,,All,All,All,All,All,Lampung,,0-59 months,2,,,,,,,,,,,,
Prevalence of moderate & severe stunting in children under 5 years of age,28.70,2013,,RISKESDAS,,All,All,All,All,All,Kepulauan Bangka Belitung,,0-59 months,2,,,,,,,,,,,,
Prevalence of moderate & severe stunting in children under 5 years of age,26.30,2013,,RISKESDAS,,All,All,All,All,All,Kepulauan Riau,,0-59 months,2,,,,,,,,,,,,
Prevalence of moderate & severe stunting in children under 5 years of age,27.50,2013,,RISKESDAS,,All,All,All,All,All,DKI Jakarta,,0-59 months,2,,,,,,,,,,,,
Prevalence of moderate & severe stunting in children under 5 years of age,35.30,2013,,RISKESDAS,,All,All,All,All,All,Jawa Barat,,0-59 months,2,,,,,,,,,,,,
Prevalence of moderate & severe stunting in children under 5 years of age,36.70,2013,,RISKESDAS,,All,All,All,All,All,Jawa Tengah,,0-59 months,2,,,,,,,,,,,,
Prevalence of moderate & severe stunting in children under 5 years of age,27.30,2013,,RISKESDAS,,All,All,All,All,All,DI Yogyakarta,,0-59 months,2,,,,,,,,,,,,
Prevalence of moderate & severe stunting in children under 5 years of age,35.80,2013,,RISKESDAS,,All,All,All,All,All,Jawa Timur,,0-59 months,2,,,,,,,,,,,,
Prevalence of moderate & severe stunting in children under 5 years of age,33.00,2013,,RISKESDAS,,All,All,All,All,All,Banten,,0-59 months,2,,,,,,,,,,,,
Prevalence of moderate & severe stunting in children under 5 years of age,32.60,2013,,RISKESDAS,,All,All,All,All,All,Bali,,0-59 months,2,,,,,,,,,,,,
Prevalence of moderate & severe stunting in children under 5 years of age,45.20,2013,,RISKESDAS,,All,All,All,All,All,Nusa Tenggara Barat,,0-59 months,2,,,,,,,,,,,,
Prevalence of moderate & severe stunting in children under 5 years of age,51.70,2013,,RISKESDAS,,All,All,All,All,All,Nusa Tenggara Timur,,0-59 months,2,,,,,,,,,,,,
Prevalence of moderate & severe stunting in children under 5 years of age,38.60,2013,,RISKESDAS,,All,All,All,All,All,Kalimantan Barat,,0-59 months,2,,,,,,,,,,,,
Prevalence of moderate & severe stunting in children under 5 years of age,41.30,2013,,RISKESDAS,,All,All,All,All,All,Kalimantan Tengah,,0-59 months,2,,,,,,,,,,,,
Prevalence of moderate & severe stunting in children under 5 years of age,44.20,2013,,RISKESDAS,,All,All,All,All,All,Kalimantan Selatan,,0-59 months,2,,,,,,,,,,,,
Prevalence of moderate & severe stunting in children under 5 years of age,27.60,2013,,RISKESDAS,,All,All,All,All,All,Kalimantan Timur,,0-59 months,2,,,,,,,,,,,,
Prevalence of moderate & severe stunting in children under 5 years of age,,2013,,RISKESDAS,,All,All,All,All,All,Kalimantan Utara,,0-59 months,2,,,,,,,,,,,,
Prevalence of moderate & severe stunting in children under 5 years of age,34.80,2013,,RISKESDAS,,All,All,All,All,All,Sulawesi Utara,,0-59 months,2,,,,,,,,,,,,
Prevalence of moderate & severe stunting in children under 5 years of age,41.00,2013,,RISKESDAS,,All,All,All,All,All,Sulawesi Tengah,,0-59 months,2,,,,,,,,,,,,
Prevalence of moderate & severe stunting in children under 5 years of age,40.90,2013,,RISKESDAS,,All,All,All,All,All,Sulawesi Selatan,,0-59 months,2,,,,,,,,,,,,
Prevalence of moderate & severe stunting in children under 5 years of age,42.60,2013,,RISKESDAS,,All,All,All,All,All,Sulawesi Tenggara,,0-59 months,2,,,,,,,,,,,,
Prevalence of moderate & severe stunting in children under 5 years of age,38.90,2013,,RISKESDAS,,All,All,All,All,All,Gorontalo,,0-59 months,2,,,,,,,,,,,,
Prevalence of moderate & severe stunting in children under 5 years of age,48.00,2013,,RISKESDAS,,All,All,All,All,All,Sulawesi Barat,,0-59 months,2,,,,,,,,,,,,
Prevalence of moderate & severe stunting in children under 5 years of age,40.60,2013,,RISKESDAS,,All,All,All,All,All,Maluku,,0-59 months,2,,,,,,,,,,,,
Prevalence of moderate & severe stunting in children under 5 years of age,41.10,2013,,RISKESDAS,,All,All,All,All,All,Maluku Utara,,0-59 months,2,,,,,,,,,,,,
Prevalence of moderate & severe stunting in children under 5 years of age,44.70,2013,,RISKESDAS,,All,All,All,All,All,Papua Barat,,0-59 months,2,,,,,,,,,,,,
Prevalence of moderate & severe stunting in children under 5 years of age,40.10,2013,,RISKESDAS,,All,All,All,All,All,Papua,,0-59 months,2,,,,,,,,,,,,
Prevalence of moderate & severe stunting in children under 5 years of age,36.20,2013,,RISKESDAS,,Female,All,All,All,All,All Indonesia,,0-59 months,2,,,,,,,,,,,,
Prevalence of moderate & severe stunting in children under 5 years of age,38.10,2013,,RISKESDAS,,Male,All,All,All,All,All Indonesia,,0-59 months,2,,,,,,,,,,,,
Prevalence of moderate & severe wasting in children under 5 years of age,12.10,2013,,RISKESDAS,,All,All,All,All,All,All Indonesia,,0-59 months,2,,,,,,,,,,,,
Prevalence of moderate & severe wasting in children under 5 years of age,11.40,2013,,RISKESDAS,,All,Urban,All,All,All,All Indonesia,,0-59 months,2,,,,,,,,,,,,
Prevalence of moderate & severe wasting in children under 5 years of age,12.80,2013,,RISKESDAS,,All,Rural,All,All,All,All Indonesia,,0-59 months,2,,,,,,,,,,,,
Prevalence of moderate & severe wasting in children under 5 years of age,14.00,2013,,RISKESDAS,,All,All,All,Q1 (poorest),All,All Indonesia,,0-59 months,2,,,,,,,,,,,,
Prevalence of moderate & severe wasting in children under 5 years of age,13.00,2013,,RISKESDAS,,All,All,All,Q2,All,All Indonesia,,0-59 months,2,,,,,,,,,,,,
Prevalence of moderate & severe wasting in children under 5 years of age,11.70,2013,,RISKESDAS,,All,All,All,Q3,All,All Indonesia,,0-59 months,2,,,,,,,,,,,,
Prevalence of moderate & severe wasting in children under 5 years of age,11.90,2013,,RISKESDAS,,All,All,All,Q4,All,All Indonesia,,0-59 months,2,,,,,,,,,,,,
Prevalence of moderate & severe wasting in children under 5 years of age,10.60,2013,,RISKESDAS,,All,All,All,Q5 (wealthiest),All,All Indonesia,,0-59 months,2,,,,,,,,,,,,
Prevalence of moderate & severe wasting in children under 5 years of age,13.30,2013,,RISKESDAS,,All,All,All,All,No school,All Indonesia,,0-59 months,2,,,,,,,,,,,,
Prevalence of moderate & severe wasting in children under 5 years of age,12.40,2013,,RISKESDAS,,All,All,All,All,Incomplete primary school (SD)/Islamic primary school (MI),All Indonesia,,0-59 months,2,,,,,,,,,,,,
Prevalence of moderate & severe wasting in children under 5 years of age,12.60,2013,,RISKESDAS,,All,All,All,All,Graduated primary school (SD/MI),All Indonesia,,0-59 months,2,,,,,,,,,,,,
Prevalence of moderate & severe wasting in children under 5 years of age,13.00,2013,,RISKESDAS,,All,All,All,All,Graduated junior secondary school (SMP/MTS),All Indonesia,,0-59 months,2,,,,,,,,,,,,
Prevalence of moderate & severe wasting in children under 5 years of age,11.30,2013,,RISKESDAS,,All,All,All,All,Graduated senior secondary school (SMA/MA),All Indonesia,,0-59 months,2,,,,,,,,,,,,
Prevalence of moderate & severe wasting in children under 5 years of age,10.30,2013,,RISKESDAS,,All,All,All,All,Graduated university (D1-D3/PT),All Indonesia,,0-59 months,2,,,,,,,,,,,,
Prevalence of moderate & severe wasting in children under 5 years of age,15.70,2013,,RISKESDAS,,All,All,All,All,All,Aceh,,0-59 months,2,,,,,,,,,,,,
Prevalence of moderate & severe wasting in children under 5 years of age,14.90,2013,,RISKESDAS,,All,All,All,All,All,Sumatera Utara,,0-59 months,2,,,,,,,,,,,,
Prevalence of moderate & severe wasting in children under 5 years of age,12.60,2013,,RISKESDAS,,All,All,All,All,All,Sumatera Barat,,0-59 months,2,,,,,,,,,,,,
Prevalence of moderate & severe wasting in children under 5 years of age,15.60,2013,,RISKESDAS,,All,All,All,All,All,Riau,,0-59 months,2,,,,,,,,,,,,
Prevalence of moderate & severe wasting in children under 5 years of age,13.50,2013,,RISKESDAS,,All,All,All,All,All,Jambi,,0-59 months,2,,,,,,,,,,,,
Prevalence of moderate & severe wasting in children under 5 years of age,12.30,2013,,RISKESDAS,,All,All,All,All,All,Sumatera Selatan,,0-59 months,2,,,,,,,,,,,,
Prevalence of moderate & severe wasting in children under 5 years of age,14.80,2013,,RISKESDAS,,All,All,All,All,All,Bengkulu,,0-59 months,2,,,,,,,,,,,,
Prevalence of moderate & severe wasting in children under 5 years of age,11.80,2013,,RISKESDAS,,All,All,All,All,All,Lampung,,0-59 months,2,,,,,,,,,,,,
Prevalence of moderate & severe wasting in children under 5 years of age,10.20,2013,,RISKESDAS,,All,All,All,All,All,Kepulauan Bangka Belitung,,0-59 months,2,,,,,,,,,,,,
Prevalence of moderate & severe wasting in children under 5 years of age,12.30,2013,,RISKESDAS,,All,All,All,All,All,Kepulauan Riau,,0-59 months,2,,,,,,,,,,,,
Prevalence of moderate & severe wasting in children under 5 years of age,10.20,2013,,RISKESDAS,,All,All,All,All,All,DKI Jakarta,,0-59 months,2,,,,,,,,,,,,
Prevalence of moderate & severe wasting in children under 5 years of age,10.90,2013,,RISKESDAS,,All,All,All,All,All,Jawa Barat,,0-59 months,2,,,,,,,,,,,,
Prevalence of moderate & severe wasting in children under 5 years of age,11.10,2013,,RISKESDAS,,All,All,All,All,All,Jawa Tengah,,0-59 months,2,,,,,,,,,,,,
Prevalence of moderate & severe wasting in children under 5 years of age,9.40,2013,,RISKESDAS,,All,All,All,All,All,DI Yogyakarta,,0-59 months,2,,,,,,,,,,,,
Prevalence of moderate & severe wasting in children under 5 years of age,11.40,2013,,RISKESDAS,,All,All,All,All,All,Jawa Timur,,0-59 months,2,,,,,,,,,,,,
Prevalence of moderate & severe wasting in children under 5 years of age,13.80,2013,,RISKESDAS,,All,All,All,All,All,Banten,,0-59 months,2,,,,,,,,,,,,
Prevalence of moderate & severe wasting in children under 5 years of age,8.80,2013,,RISKESDAS,,All,All,All,All,All,Bali,,0-59 months,2,,,,,,,,,,,,
Prevalence of moderate & severe wasting in children under 5 years of age,11.90,2013,,RISKESDAS,,All,All,All,All,All,Nusa Tenggara Barat,,0-59 months,2,,,,,,,,,,,,
Prevalence of moderate & severe wasting in children under 5 years of age,15.50,2013,,RISKESDAS,,All,All,All,All,All,Nusa Tenggara Timur,,0-59 months,2,,,,,,,,,,,,
Prevalence of moderate & severe wasting in children under 5 years of age,18.70,2013,,RISKESDAS,,All,All,All,All,All,Kalimantan Barat,,0-59 months,2,,,,,,,,,,,,
Prevalence of moderate & severe wasting in children under 5 years of age,12.40,2013,,RISKESDAS,,All,All,All,All,All,Kalimantan Tengah,,0-59 months,2,,,,,,,,,,,,
Prevalence of moderate & severe wasting in children under 5 years of age,12.80,2013,,RISKESDAS,,All,All,All,All,All,Kalimantan Selatan,,0-59 months,2,,,,,,,,,,,,
Prevalence of moderate & severe wasting in children under 5 years of age,11.60,2013,,RISKESDAS,,All,All,All,All,All,Kalimantan Timur,,0-59 months,2,,,,,,,,,,,,
Prevalence of moderate & severe wasting in children under 5 years of age,,2013,,RISKESDAS,,All,All,All,All,All,Kalimantan Utara,,0-59 months,2,,,,,,,,,,,,
Prevalence of moderate & severe wasting in children under 5 years of age,9.90,2013,,RISKESDAS,,All,All,All,All,All,Sulawesi Utara,,0-59 months,2,,,,,,,,,,,,
Prevalence of moderate & severe wasting in children under 5 years of age,9.40,2013,,RISKESDAS,,All,All,All,All,All,Sulawesi Tengah,,0-59 months,2,,,,,,,,,,,,
Prevalence of moderate & severe wasting in children under 5 years of age,11.00,2013,,RISKESDAS,,All,All,All,All,All,Sulawesi Selatan,,0-59 months,2,,,,,,,,,,,,
Prevalence of moderate & severe wasting in children under 5 years of age,11.40,2013,,RISKESDAS,,All,All,All,All,All,Sulawesi Tenggara,,0-59 months,2,,,,,,,,,,,,
Prevalence of moderate & severe wasting in children under 5 years of age,11.70,2013,,RISKESDAS,,All,All,All,All,All,Gorontalo,,0-59 months,2,,,,,,,,,,,,
Prevalence of moderate & severe wasting in children under 5 years of age,10.80,2013,,RISKESDAS,,All,All,All,All,All,Sulawesi Barat,,0-59 months,2,,,,,,,,,,,,
Prevalence of moderate & severe wasting in children under 5 years of age,16.20,2013,,RISKESDAS,,All,All,All,All,All,Maluku,,0-59 months,2,,,,,,,,,,,,
Prevalence of moderate & severe wasting in children under 5 years of age,12.20,2013,,RISKESDAS,,All,All,All,All,All,Maluku Utara,,0-59 months,2,,,,,,,,,,,,
Prevalence of moderate & severe wasting in children under 5 years of age,15.40,2013,,RISKESDAS,,All,All,All,All,All,Papua Barat,,0-59 months,2,,,,,,,,,,,,
Prevalence of moderate & severe wasting in children under 5 years of age,14.80,2013,,RISKESDAS,,All,All,All,All,All,Papua,,0-59 months,2,,,,,,,,,,,,
Prevalence of moderate & severe wasting in children under 5 years of age,11.50,2013,,RISKESDAS,,Female,All,All,All,All,All Indonesia,,0-59 months,2,,,,,,,,,,,,
Prevalence of moderate & severe wasting in children under 5 years of age,12.80,2013,,RISKESDAS,,Male,All,All,All,All,All Indonesia,,0-59 months,2,,,,,,,,,,,,
Prevalence of severe stunting in children under 5 years of age,18.00,2013,,RISKESDAS,,All,All,All,All,All,All Indonesia,,0-59 months,2,,,,,,,,,,,,
Prevalence of severe stunting in children under 5 years of age,15.20,2013,,RISKESDAS,,All,Urban,All,All,All,All Indonesia,,0-59 months,2,,,,,,,,,,,,
Prevalence of severe stunting in children under 5 years of age,20.90,2013,,RISKESDAS,,All,Rural,All,All,All,All Indonesia,,0-59 months,2,,,,,,,,,,,,
Prevalence of severe stunting in children under 5 years of age,25.20,2013,,RISKESDAS,,All,All,All,Q1 (poorest),All,All Indonesia,,0-59 months,2,,,,,,,,,,,,
Prevalence of severe stunting in children under 5 years of age,20.20,2013,,RISKESDAS,,All,All,All,Q2,All,All Indonesia,,0-59 months,2,,,,,,,,,,,,
Prevalence of severe stunting in children under 5 years of age,17.90,2013,,RISKESDAS,,All,All,All,Q3,All,All Indonesia,,0-59 months,2,,,,,,,,,,,,
Prevalence of severe stunting in children under 5 years of age,15.10,2013,,RISKESDAS,,All,All,All,Q4,All,All Indonesia,,0-59 months,2,,,,,,,,,,,,
Prevalence of severe stunting in children under 5 years of age,14.40,2013,,RISKESDAS,,All,All,All,Q5 (wealthiest),All,All Indonesia,,0-59 months,2,,,,,,,,,,,,
Prevalence of severe stunting in children under 5 years of age,21.10,2013,,RISKESDAS,,All,All,All,All,No school,All Indonesia,,0-59 months,2,,,,,,,,,,,,
Prevalence of severe stunting in children under 5 years of age,20.40,2013,,RISKESDAS,,All,All,All,All,Incomplete primary school (SD)/Islamic primary school (MI),All Indonesia,,0-59 months,2,,,,,,,,,,,,
Prevalence of severe stunting in children under 5 years of age,20.40,2013,,RISKESDAS,,All,All,All,All,Graduated primary school (SD/MI),All Indonesia,,0-59 months,2,,,,,,,,,,,,
Prevalence of severe stunting in children under 5 years of age,18.30,2013,,RISKESDAS,,All,All,All,All,Graduated junior secondary school (SMP/MTS),All Indonesia,,0-59 months,2,,,,,,,,,,,,
Prevalence of severe stunting in children under 5 years of age,15.30,2013,,RISKESDAS,,All,All,All,All,Graduated senior secondary school (SMA/MA),All Indonesia,,0-59 months,2,,,,,,,,,,,,
Prevalence of severe stunting in children under 5 years of age,13.30,2013,,RISKESDAS,,All,All,All,All,Graduated university (D1-D3/PT),All Indonesia,,0-59 months,2,,,,,,,,,,,,
Prevalence of severe stunting in children under 5 years of age,20.10,2013,,RISKESDAS,,All,All,All,All,All,Aceh,,0-59 months,2,,,,,,,,,,,,
Prevalence of severe stunting in children under 5 years of age,22.70,2013,,RISKESDAS,,All,All,All,All,All,Sumatera Utara,,0-59 months,2,,,,,,,,,,,,
Prevalence of severe stunting in children under 5 years of age,18.40,2013,,RISKESDAS,,All,All,All,All,All,Sumatera Barat,,0-59 months,2,,,,,,,,,,,,
Prevalence of severe stunting in children under 5 years of age,20.00,2013,,RISKESDAS,,All,All,All,All,All,Riau,,0-59 months,2,,,,,,,,,,,,
Prevalence of severe stunting in children under 5 years of age,19.00,2013,,RISKESDAS,,All,All,All,All,All,Jambi,,0-59 months,2,,,,,,,,,,,,
Prevalence of severe stunting in children under 5 years of age,19.90,2013,,RISKESDAS,,All,All,All,All,All,Sumatera Selatan,,0-59 months,2,,,,,,,,,,,,
Prevalence of severe stunting in children under 5 years of age,22.50,2013,,RISKESDAS,,All,All,All,All,All,Bengkulu,,0-59 months,2,,,,,,,,,,,,
Prevalence of severe stunting in children under 5 years of age,27.60,2013,,RISKESDAS,,All,All,All,All,All,Lampung,,0-59 months,2,,,,,,,,,,,,
Prevalence of severe stunting in children under 5 years of age,12.60,2013,,RISKESDAS,,All,All,All,All,All,Kepulauan Bangka Belitung,,0-59 months,2,,,,,,,,,,,,
Prevalence of severe stunting in children under 5 years of age,10.00,2013,,RISKESDAS,,All,All,All,All,All,Kepulauan Riau,,0-59 months,2,,,,,,,,,,,,
