Indicator,Value,Year,Month,Source,Reference,Gender (All/Male/Female),Geography (All/Urban/Rural),Disability (All/With/Without),Wealth Quintile (All/Poorest/Second/Middle/Fourth/Richest),Educational attainment of household head,Province,District,"Age Range (i.e. 0-24 M, 15-60 Y)",SDG Goal,SDG Target,SDG National Indicator,CPAP 2016-2020 Outcome,CPAP 2016-2020 Output,Relevant SMQ No.,Keyword Tag 1,Keyword Tag 2,Keyword Tag 3,Keyword Tag 4,Keyword Tag 5,Prefered,To correct
Proportion of education facilities affected by disaster,0.1,2015,,Data dan Informasi Bencana Indonesia (DIBI),,All,All,All,All,All,Sumatera Barat,,,13,,,,,,,,,,,,
Proportion of education facilities affected by disaster,0.1,2015,,Data dan Informasi Bencana Indonesia (DIBI),,All,All,All,All,All,Riau,,,13,,,,,,,,,,,,
Proportion of education facilities affected by disaster,0.5,2015,,Data dan Informasi Bencana Indonesia (DIBI),,All,All,All,All,All,Jambi,,,13,,,,,,,,,,,,
Proportion of education facilities affected by disaster,0.3,2015,,Data dan Informasi Bencana Indonesia (DIBI),,All,All,All,All,All,Sumatera Selatan,,,13,,,,,,,,,,,,
Proportion of education facilities affected by disaster,0,2015,,Data dan Informasi Bencana Indonesia (DIBI),,All,All,All,All,All,Bengkulu,,,13,,,,,,,,,,,,
Proportion of education facilities affected by disaster,0,2015,,Data dan Informasi Bencana Indonesia (DIBI),,All,All,All,All,All,Lampung,,,13,,,,,,,,,,,,
Proportion of education facilities affected by disaster,11,2015,,Data dan Informasi Bencana Indonesia (DIBI),,All,All,All,All,All,Kepulauan Bangka Belitung,,,13,,,,,,,,,,,,
Proportion of education facilities affected by disaster,0,2015,,Data dan Informasi Bencana Indonesia (DIBI),,All,All,All,All,All,Kepulauan Riau,,,13,,,,,,,,,,,,
Proportion of education facilities affected by disaster,0,2015,,Data dan Informasi Bencana Indonesia (DIBI),,All,All,All,All,All,DKI Jakarta,,,13,,,,,,,,,,,,
Proportion of education facilities affected by disaster,0.1,2015,,Data dan Informasi Bencana Indonesia (DIBI),,All,All,All,All,All,Jawa Barat,,,13,,,,,,,,,,,,
Proportion of education facilities affected by disaster,0.1,2015,,Data dan Informasi Bencana Indonesia (DIBI),,All,All,All,All,All,Jawa Tengah,,,13,,,,,,,,,,,,
Proportion of education facilities affected by disaster,0,2015,,Data dan Informasi Bencana Indonesia (DIBI),,All,All,All,All,All,DI Yogyakarta,,,13,,,,,,,,,,,,
Proportion of education facilities affected by disaster,0,2015,,Data dan Informasi Bencana Indonesia (DIBI),,All,All,All,All,All,Jawa Timur,,,13,,,,,,,,,,,,
Proportion of education facilities affected by disaster,0,2015,,Data dan Informasi Bencana Indonesia (DIBI),,All,All,All,All,All,Banten,,,13,,,,,,,,,,,,
Proportion of education facilities affected by disaster,0,2015,,Data dan Informasi Bencana Indonesia (DIBI),,All,All,All,All,All,Bali,,,13,,,,,,,,,,,,
Proportion of education facilities affected by disaster,0,2015,,Data dan Informasi Bencana Indonesia (DIBI),,All,All,All,All,All,Nusa Tenggara Barat,,,13,,,,,,,,,,,,
Proportion of education facilities affected by disaster,0.3,2015,,Data dan Informasi Bencana Indonesia (DIBI),,All,All,All,All,All,Nusa Tenggara Timur,,,13,,,,,,,,,,,,
Proportion of education facilities affected by disaster,0.1,2015,,Data dan Informasi Bencana Indonesia (DIBI),,All,All,All,All,All,Kalimantan Barat,,,13,,,,,,,,,,,,
Proportion of education facilities affected by disaster,0.3,2015,,Data dan Informasi Bencana Indonesia (DIBI),,All,All,All,All,All,Kalimantan Tengah,,,13,,,,,,,,,,,,
Proportion of education facilities affected by disaster,0,2015,,Data dan Informasi Bencana Indonesia (DIBI),,All,All,All,All,All,Kalimantan Selatan,,,13,,,,,,,,,,,,
Proportion of education facilities affected by disaster,0.6,2015,,Data dan Informasi Bencana Indonesia (DIBI),,All,All,All,All,All,Kalimantan Timur,,,13,,,,,,,,,,,,
Proportion of education facilities affected by disaster,11,2015,,Data dan Informasi Bencana Indonesia (DIBI),,All,All,All,All,All,Kalimantan Utara,,,13,,,,,,,,,,,,
Proportion of education facilities affected by disaster,0,2015,,Data dan Informasi Bencana Indonesia (DIBI),,All,All,All,All,All,Sulawesi Utara,,,13,,,,,,,,,,,,
Proportion of education facilities affected by disaster,0.2,2015,,Data dan Informasi Bencana Indonesia (DIBI),,All,All,All,All,All,Sulawesi Tengah,,,13,,,,,,,,,,,,
Proportion of education facilities affected by disaster,0,2015,,Data dan Informasi Bencana Indonesia (DIBI),,All,All,All,All,All,Sulawesi Selatan,,,13,,,,,,,,,,,,
Proportion of education facilities affected by disaster,0,2015,,Data dan Informasi Bencana Indonesia (DIBI),,All,All,All,All,All,Sulawesi Tenggara,,,13,,,,,,,,,,,,
Proportion of education facilities affected by disaster,0,2015,,Data dan Informasi Bencana Indonesia (DIBI),,All,All,All,All,All,Gorontalo,,,13,,,,,,,,,,,,
Proportion of education facilities affected by disaster,0.1,2015,,Data dan Informasi Bencana Indonesia (DIBI),,All,All,All,All,All,Sulawesi Barat,,,13,,,,,,,,,,,,
Proportion of education facilities affected by disaster,0.1,2015,,Data dan Informasi Bencana Indonesia (DIBI),,All,All,All,All,All,Maluku,,,13,,,,,,,,,,,,
Proportion of education facilities affected by disaster,0.1,2015,,Data dan Informasi Bencana Indonesia (DIBI),,All,All,All,All,All,Maluku Utara,,,13,,,,,,,,,,,,
Proportion of education facilities affected by disaster,0.5,2015,,Data dan Informasi Bencana Indonesia (DIBI),,All,All,All,All,All,Papua Barat,,,13,,,,,,,,,,,,
Proportion of education facilities affected by disaster,0,2015,,Data dan Informasi Bencana Indonesia (DIBI),,All,All,All,All,All,Papua,,,13,,,,,,,,,,,,
Number of health facilities affected by disaster,32,2015,,Data dan Informasi Bencana Indonesia (DIBI),,All,All,All,All,All,All Indonesia,,,13,,,,,,,,,,,,
Number of health facilities affected by disaster,0,2015,,Data dan Informasi Bencana Indonesia (DIBI),,All,All,All,All,All,Aceh,,,13,,,,,,,,,,,,
Number of health facilities affected by disaster,0,2015,,Data dan Informasi Bencana Indonesia (DIBI),,All,All,All,All,All,Sumatera Utara,,,13,,,,,,,,,,,,
Number of health facilities affected by disaster,0,2015,,Data dan Informasi Bencana Indonesia (DIBI),,All,All,All,All,All,Sumatera Barat,,,13,,,,,,,,,,,,
Number of health facilities affected by disaster,0,2015,,Data dan Informasi Bencana Indonesia (DIBI),,All,All,All,All,All,Riau,,,13,,,,,,,,,,,,
Number of health facilities affected by disaster,4,2015,,Data dan Informasi Bencana Indonesia (DIBI),,All,All,All,All,All,Jambi,,,13,,,,,,,,,,,,
Number of health facilities affected by disaster,0,2015,,Data dan Informasi Bencana Indonesia (DIBI),,All,All,All,All,All,Sumatera Selatan,,,13,,,,,,,,,,,,
Number of health facilities affected by disaster,0,2015,,Data dan Informasi Bencana Indonesia (DIBI),,All,All,All,All,All,Bengkulu,,,13,,,,,,,,,,,,
Number of health facilities affected by disaster,1,2015,,Data dan Informasi Bencana Indonesia (DIBI),,All,All,All,All,All,Lampung,,,13,,,,,,,,,,,,
Number of health facilities affected by disaster,1,2015,,Data dan Informasi Bencana Indonesia (DIBI),,All,All,All,All,All,Kepulauan Bangka Belitung,,,13,,,,,,,,,,,,
Number of health facilities affected by disaster,0,2015,,Data dan Informasi Bencana Indonesia (DIBI),,All,All,All,All,All,Kepulauan Riau,,,13,,,,,,,,,,,,
Number of health facilities affected by disaster,0,2015,,Data dan Informasi Bencana Indonesia (DIBI),,All,All,All,All,All,DKI Jakarta,,,13,,,,,,,,,,,,
Number of health facilities affected by disaster,1,2015,,Data dan Informasi Bencana Indonesia (DIBI),,All,All,All,All,All,Jawa Barat,,,13,,,,,,,,,,,,
Number of health facilities affected by disaster,2,2015,,Data dan Informasi Bencana Indonesia (DIBI),,All,All,All,All,All,Jawa Tengah,,,13,,,,,,,,,,,,
Number of health facilities affected by disaster,0,2015,,Data dan Informasi Bencana Indonesia (DIBI),,All,All,All,All,All,DI Yogyakarta,,,13,,,,,,,,,,,,
Number of health facilities affected by disaster,2,2015,,Data dan Informasi Bencana Indonesia (DIBI),,All,All,All,All,All,Jawa Timur,,,13,,,,,,,,,,,,
Number of health facilities affected by disaster,1,2015,,Data dan Informasi Bencana Indonesia (DIBI),,All,All,All,All,All,Banten,,,13,,,,,,,,,,,,
Number of health facilities affected by disaster,0,2015,,Data dan Informasi Bencana Indonesia (DIBI),,All,All,All,All,All,Bali,,,13,,,,,,,,,,,,
Number of health facilities affected by disaster,1,2015,,Data dan Informasi Bencana Indonesia (DIBI),,All,All,All,All,All,Nusa Tenggara Barat,,,13,,,,,,,,,,,,
Number of health facilities affected by disaster,16,2015,,Data dan Informasi Bencana Indonesia (DIBI),,All,All,All,All,All,Nusa Tenggara Timur,,,13,,,,,,,,,,,,
Number of health facilities affected by disaster,0,2015,,Data dan Informasi Bencana Indonesia (DIBI),,All,All,All,All,All,Kalimantan Barat,,,13,,,,,,,,,,,,
Number of health facilities affected by disaster,0,2015,,Data dan Informasi Bencana Indonesia (DIBI),,All,All,All,All,All,Kalimantan Tengah,,,13,,,,,,,,,,,,
Number of health facilities affected by disaster,0,2015,,Data dan Informasi Bencana Indonesia (DIBI),,All,All,All,All,All,Kalimantan Selatan,,,13,,,,,,,,,,,,
Number of health facilities affected by disaster,0,2015,,Data dan Informasi Bencana Indonesia (DIBI),,All,All,All,All,All,Kalimantan Timur,,,13,,,,,,,,,,,,
Number of health facilities affected by disaster,1,2015,,Data dan Informasi Bencana Indonesia (DIBI),,All,All,All,All,All,Kalimantan Utara,,,13,,,,,,,,,,,,
Number of health facilities affected by disaster,0,2015,,Data dan Informasi Bencana Indonesia (DIBI),,All,All,All,All,All,Sulawesi Utara,,,13,,,,,,,,,,,,
Number of health facilities affected by disaster,0,2015,,Data dan Informasi Bencana Indonesia (DIBI),,All,All,All,All,All,Sulawesi Tengah,,,13,,,,,,,,,,,,
Number of health facilities affected by disaster,0,2015,,Data dan Informasi Bencana Indonesia (DIBI),,All,All,All,All,All,Sulawesi Selatan,,,13,,,,,,,,,,,,
Number of health facilities affected by disaster,0,2015,,Data dan Informasi Bencana Indonesia (DIBI),,All,All,All,All,All,Sulawesi Tenggara,,,13,,,,,,,,,,,,
Number of health facilities affected by disaster,0,2015,,Data dan Informasi Bencana Indonesia (DIBI),,All,All,All,All,All,Gorontalo,,,13,,,,,,,,,,,,
Number of health facilities affected by disaster,0,2015,,Data dan Informasi Bencana Indonesia (DIBI),,All,All,All,All,All,Sulawesi Barat,,,13,,,,,,,,,,,,
Number of health facilities affected by disaster,0,2015,,Data dan Informasi Bencana Indonesia (DIBI),,All,All,All,All,All,Maluku,,,13,,,,,,,,,,,,
Number of health facilities affected by disaster,0,2015,,Data dan Informasi Bencana Indonesia (DIBI),,All,All,All,All,All,Maluku Utara,,,13,,,,,,,,,,,,
Number of health facilities affected by disaster,3,2015,,Data dan Informasi Bencana Indonesia (DIBI),,All,All,All,All,All,Papua Barat,,,13,,,,,,,,,,,,
Number of health facilities affected by disaster,0,2015,,Data dan Informasi Bencana Indonesia (DIBI),,All,All,All,All,All,Papua,,,13,,,,,,,,,,,,
Proportion of health facilities affected by disaster ,0.3,2016,,Data dan Informasi Bencana Indonesia (DIBI),,All,All,All,All,All,All Indonesia,,,13,,,,,,,,,,,,
Proportion of health facilities affected by disaster ,0,2016,,Data dan Informasi Bencana Indonesia (DIBI),,All,All,All,All,All,Aceh,,,13,,,,,,,,,,,,
Proportion of health facilities affected by disaster ,0,2016,,Data dan Informasi Bencana Indonesia (DIBI),,All,All,All,All,All,Sumatera Utara,,,13,,,,,,,,,,,,
Proportion of health facilities affected by disaster ,0,2016,,Data dan Informasi Bencana Indonesia (DIBI),,All,All,All,All,All,Sumatera Barat,,,13,,,,,,,,,,,,
Proportion of health facilities affected by disaster ,0,2016,,Data dan Informasi Bencana Indonesia (DIBI),,All,All,All,All,All,Riau,,,13,,,,,,,,,,,,
Proportion of health facilities affected by disaster ,1.9,2016,,Data dan Informasi Bencana Indonesia (DIBI),,All,All,All,All,All,Jambi,,,13,,,,,,,,,,,,
Proportion of health facilities affected by disaster ,0,2016,,Data dan Informasi Bencana Indonesia (DIBI),,All,All,All,All,All,Sumatera Selatan,,,13,,,,,,,,,,,,
Proportion of health facilities affected by disaster ,0,2016,,Data dan Informasi Bencana Indonesia (DIBI),,All,All,All,All,All,Bengkulu,,,13,,,,,,,,,,,,
Proportion of health facilities affected by disaster ,0.3,2016,,Data dan Informasi Bencana Indonesia (DIBI),,All,All,All,All,All,Lampung,,,13,,,,,,,,,,,,
Proportion of health facilities affected by disaster ,1.8,2016,,Data dan Informasi Bencana Indonesia (DIBI),,All,All,All,All,All,Kepulauan Bangka Belitung,,,13,,,,,,,,,,,,
Proportion of health facilities affected by disaster ,0,2016,,Data dan Informasi Bencana Indonesia (DIBI),,All,All,All,All,All,Kepulauan Riau,,,13,,,,,,,,,,,,
Proportion of health facilities affected by disaster ,0,2016,,Data dan Informasi Bencana Indonesia (DIBI),,All,All,All,All,All,DKI Jakarta,,,13,,,,,,,,,,,,
Proportion of health facilities affected by disaster ,0.1,2016,,Data dan Informasi Bencana Indonesia (DIBI),,All,All,All,All,All,Jawa Barat,,,13,,,,,,,,,,,,
Proportion of health facilities affected by disaster ,0.2,2016,,Data dan Informasi Bencana Indonesia (DIBI),,All,All,All,All,All,Jawa Tengah,,,13,,,,,,,,,,,,
Proportion of health facilities affected by disaster ,0,2016,,Data dan Informasi Bencana Indonesia (DIBI),,All,All,All,All,All,DI Yogyakarta,,,13,,,,,,,,,,,,
Proportion of health facilities affected by disaster ,0.2,2016,,Data dan Informasi Bencana Indonesia (DIBI),,All,All,All,All,All,Jawa Timur,,,13,,,,,,,,,,,,
Proportion of health facilities affected by disaster ,0.3,2016,,Data dan Informasi Bencana Indonesia (DIBI),,All,All,All,All,All,Banten,,,13,,,,,,,,,,,,
Proportion of health facilities affected by disaster ,0,2016,,Data dan Informasi Bencana Indonesia (DIBI),,All,All,All,All,All,Bali,,,13,,,,,,,,,,,,
Proportion of health facilities affected by disaster ,0.5,2016,,Data dan Informasi Bencana Indonesia (DIBI),,All,All,All,All,All,Nusa Tenggara Barat,,,13,,,,,,,,,,,,
Proportion of health facilities affected by disaster ,3.9,2016,,Data dan Informasi Bencana Indonesia (DIBI),,All,All,All,All,All,Nusa Tenggara Timur,,,13,,,,,,,,,,,,
Proportion of health facilities affected by disaster ,0,2016,,Data dan Informasi Bencana Indonesia (DIBI),,All,All,All,All,All,Kalimantan Barat,,,13,,,,,,,,,,,,
Proportion of health facilities affected by disaster ,0,2016,,Data dan Informasi Bencana Indonesia (DIBI),,All,All,All,All,All,Kalimantan Tengah,,,13,,,,,,,,,,,,
Proportion of health facilities affected by disaster ,0,2016,,Data dan Informasi Bencana Indonesia (DIBI),,All,All,All,All,All,Kalimantan Selatan,,,13,,,,,,,,,,,,
Proportion of health facilities affected by disaster ,0,2016,,Data dan Informasi Bencana Indonesia (DIBI),,All,All,All,All,All,Kalimantan Timur,,,13,,,,,,,,,,,,
Proportion of health facilities affected by disaster ,1.8,2016,,Data dan Informasi Bencana Indonesia (DIBI),,All,All,All,All,All,Kalimantan Utara,,,13,,,,,,,,,,,,
Proportion of health facilities affected by disaster ,0,2016,,Data dan Informasi Bencana Indonesia (DIBI),,All,All,All,All,All,Sulawesi Utara,,,13,,,,,,,,,,,,
Proportion of health facilities affected by disaster ,0,2016,,Data dan Informasi Bencana Indonesia (DIBI),,All,All,All,All,All,Sulawesi Tengah,,,13,,,,,,,,,,,,
Proportion of health facilities affected by disaster ,0,2016,,Data dan Informasi Bencana Indonesia (DIBI),,All,All,All,All,All,Sulawesi Selatan,,,13,,,,,,,,,,,,
Proportion of health facilities affected by disaster ,0,2016,,Data dan Informasi Bencana Indonesia (DIBI),,All,All,All,All,All,Sulawesi Tenggara,,,13,,,,,,,,,,,,
Proportion of health facilities affected by disaster ,0,2016,,Data dan Informasi Bencana Indonesia (DIBI),,All,All,All,All,All,Gorontalo,,,13,,,,,,,,,,,,
Proportion of health facilities affected by disaster ,0,2016,,Data dan Informasi Bencana Indonesia (DIBI),,All,All,All,All,All,Sulawesi Barat,,,13,,,,,,,,,,,,
Proportion of health facilities affected by disaster ,0,2016,,Data dan Informasi Bencana Indonesia (DIBI),,All,All,All,All,All,Maluku,,,13,,,,,,,,,,,,
Proportion of health facilities affected by disaster ,0,2016,,Data dan Informasi Bencana Indonesia (DIBI),,All,All,All,All,All,Maluku Utara,,,13,,,,,,,,,,,,
Proportion of health facilities affected by disaster ,1.8,2016,,Data dan Informasi Bencana Indonesia (DIBI),,All,All,All,All,All,Papua Barat,,,13,,,,,,,,,,,,
Proportion of health facilities affected by disaster ,0,2016,,Data dan Informasi Bencana Indonesia (DIBI),,All,All,All,All,All,Papua,,,13,,,,,,,,,,,,
"Number of children as victims of human trafficking per 100,000 people",1.3,2015,,Pencegahan dan Penanganan Tindak Pidana Perdagangan Orang Laporan,,All,All,All,All,All,All Indonesia,,<18 yrs,16,,,,,,,,,,,,
Number of children as victims of human trafficking,1 126,2015,,Pencegahan dan Penanganan Tindak Pidana Perdagangan Orang Laporan,,All,All,All,All,All,All Indonesia,,<18 yrs,16,,,,,,,,,,,,
"Number of adults as victims of human trafficking per 100,000 people",3.6,2015,,Pencegahan dan Penanganan Tindak Pidana Perdagangan Orang Laporan,,All,All,All,All,All,All Indonesia,,18+ yrs,16,,,,,,,,,,,,
Number of adults as victims of human trafficking,6 067,2015,,Pencegahan dan Penanganan Tindak Pidana Perdagangan Orang Laporan,,All,All,All,All,All,All Indonesia,,18+ yrs,16,,,,,,,,,,,,
Proportion of unsentenced detainees as a proportion of overall prison population,32.3,2015,,Ministry of Law and Human Rights,,All,All,All,All,All,All Indonesia,,,16,,,,,,,,,,,,
Proportion of unsentenced detainees as a proportion of overall prison population,23.7,2015,,Ministry of Law and Human Rights,,All,All,All,All,All,Aceh,,,16,,,,,,,,,,,,
Proportion of unsentenced detainees as a proportion of overall prison population,37.5,2015,,Ministry of Law and Human Rights,,All,All,All,All,All,Sumatera Utara,,,16,,,,,,,,,,,,
Proportion of unsentenced detainees as a proportion of overall prison population,26.3,2015,,Ministry of Law and Human Rights,,All,All,All,All,All,Sumatera Barat,,,16,,,,,,,,,,,,
Proportion of unsentenced detainees as a proportion of overall prison population,28,2015,,Ministry of Law and Human Rights,,All,All,All,All,All,Riau,,,16,,,,,,,,,,,,
Proportion of unsentenced detainees as a proportion of overall prison population,26.6,2015,,Ministry of Law and Human Rights,,All,All,All,All,All,Jambi,,,16,,,,,,,,,,,,
Proportion of unsentenced detainees as a proportion of overall prison population,29.7,2015,,Ministry of Law and Human Rights,,All,All,All,All,All,Sumatera Selatan,,,16,,,,,,,,,,,,
Proportion of unsentenced detainees as a proportion of overall prison population,26.5,2015,,Ministry of Law and Human Rights,,All,All,All,All,All,Bengkulu,,,16,,,,,,,,,,,,
Proportion of unsentenced detainees as a proportion of overall prison population,35.9,2015,,Ministry of Law and Human Rights,,All,All,All,All,All,Lampung,,,16,,,,,,,,,,,,
Proportion of unsentenced detainees as a proportion of overall prison population,30.8,2015,,Ministry of Law and Human Rights,,All,All,All,All,All,Kepulauan Bangka Belitung,,,16,,,,,,,,,,,,
Proportion of unsentenced detainees as a proportion of overall prison population,24.1,2015,,Ministry of Law and Human Rights,,All,All,All,All,All,Kepulauan Riau,,,16,,,,,,,,,,,,
Proportion of unsentenced detainees as a proportion of overall prison population,42.8,2015,,Ministry of Law and Human Rights,,All,All,All,All,All,DKI Jakarta,,,16,,,,,,,,,,,,
Proportion of unsentenced detainees as a proportion of overall prison population,25.4,2015,,Ministry of Law and Human Rights,,All,All,All,All,All,Jawa Barat,,,16,,,,,,,,,,,,
Proportion of unsentenced detainees as a proportion of overall prison population,29.8,2015,,Ministry of Law and Human Rights,,All,All,All,All,All,Jawa Tengah,,,16,,,,,,,,,,,,
Proportion of unsentenced detainees as a proportion of overall prison population,32.1,2015,,Ministry of Law and Human Rights,,All,All,All,All,All,DI Yogyakarta,,,16,,,,,,,,,,,,
Proportion of unsentenced detainees as a proportion of overall prison population,35.6,2015,,Ministry of Law and Human Rights,,All,All,All,All,All,Jawa Timur,,,16,,,,,,,,,,,,
Proportion of unsentenced detainees as a proportion of overall prison population,31.7,2015,,Ministry of Law and Human Rights,,All,All,All,All,All,Banten,,,16,,,,,,,,,,,,
Proportion of unsentenced detainees as a proportion of overall prison population,27.5,2015,,Ministry of Law and Human Rights,,All,All,All,All,All,Bali,,,16,,,,,,,,,,,,
Proportion of unsentenced detainees as a proportion of overall prison population,30.7,2015,,Ministry of Law and Human Rights,,All,All,All,All,All,Nusa Tenggara Barat,,,16,,,,,,,,,,,,
Proportion of unsentenced detainees as a proportion of overall prison population,16.1,2015,,Ministry of Law and Human Rights,,All,All,All,All,All,Nusa Tenggara Timur,,,16,,,,,,,,,,,,
Proportion of unsentenced detainees as a proportion of overall prison population,32.5,2015,,Ministry of Law and Human Rights,,All,All,All,All,All,Kalimantan Barat,,,16,,,,,,,,,,,,
Proportion of unsentenced detainees as a proportion of overall prison population,24.1,2015,,Ministry of Law and Human Rights,,All,All,All,All,All,Kalimantan Tengah,,,16,,,,,,,,,,,,
Proportion of unsentenced detainees as a proportion of overall prison population,27.8,2015,,Ministry of Law and Human Rights,,All,All,All,All,All,Kalimantan Selatan,,,16,,,,,,,,,,,,
Proportion of unsentenced detainees as a proportion of overall prison population,29.4,2015,,Ministry of Law and Human Rights,,All,All,All,All,All,Kalimantan Timur,,,16,,,,,,,,,,,,
Proportion of unsentenced detainees as a proportion of overall prison population, - ,2015,,Ministry of Law and Human Rights,,All,All,All,All,All,Kalimantan Utara,,,16,,,,,,,,,,,,
Proportion of unsentenced detainees as a proportion of overall prison population,37.4,2015,,Ministry of Law and Human Rights,,All,All,All,All,All,Sulawesi Utara,,,16,,,,,,,,,,,,
Proportion of unsentenced detainees as a proportion of overall prison population,36,2015,,Ministry of Law and Human Rights,,All,All,All,All,All,Sulawesi Tengah,,,16,,,,,,,,,,,,
Proportion of unsentenced detainees as a proportion of overall prison population,43.9,2015,,Ministry of Law and Human Rights,,All,All,All,All,All,Sulawesi Selatan,,,16,,,,,,,,,,,,
Proportion of unsentenced detainees as a proportion of overall prison population,37.8,2015,,Ministry of Law and Human Rights,,All,All,All,All,All,Sulawesi Tenggara,,,16,,,,,,,,,,,,
Proportion of unsentenced detainees as a proportion of overall prison population,30.4,2015,,Ministry of Law and Human Rights,,All,All,All,All,All,Gorontalo,,,16,,,,,,,,,,,,
Proportion of unsentenced detainees as a proportion of overall prison population,34.9,2015,,Ministry of Law and Human Rights,,All,All,All,All,All,Sulawesi Barat,,,16,,,,,,,,,,,,
Proportion of unsentenced detainees as a proportion of overall prison population,30,2015,,Ministry of Law and Human Rights,,All,All,All,All,All,Maluku,,,16,,,,,,,,,,,,
Proportion of unsentenced detainees as a proportion of overall prison population,30.9,2015,,Ministry of Law and Human Rights,,All,All,All,All,All,Maluku Utara,,,16,,,,,,,,,,,,
Proportion of unsentenced detainees as a proportion of overall prison population,40.4,2015,,Ministry of Law and Human Rights,,All,All,All,All,All,Papua Barat,,,16,,,,,,,,,,,,
Proportion of unsentenced detainees as a proportion of overall prison population,19.5,2015,,Ministry of Law and Human Rights,,All,All,All,All,All,Papua,,,16,,,,,,,,,,,,
Proportion of unsentenced detainees  below the age of 18 as a proportion of overall prison population,21.7,2017,,Ministry of Law and Human Rights,,All,All,All,All,All,All Indonesia,,<18 yrs,16,,,,,,,,,,,,
Proportion of unsentenced detainees  below the age of 18 as a proportion of overall prison population,24.2,2017,,Ministry of Law and Human Rights,,All,All,All,All,All,Aceh,,<18 yrs,16,,,,,,,,,,,,
Proportion of unsentenced detainees  below the age of 18 as a proportion of overall prison population,32.8,2017,,Ministry of Law and Human Rights,,All,All,All,All,All,Sumatera Utara,,<18 yrs,16,,,,,,,,,,,,
Proportion of unsentenced detainees  below the age of 18 as a proportion of overall prison population,23.8,2017,,Ministry of Law and Human Rights,,All,All,All,All,All,Sumatera Barat,,<18 yrs,16,,,,,,,,,,,,
Proportion of unsentenced detainees  below the age of 18 as a proportion of overall prison population,14,2017,,Ministry of Law and Human Rights,,All,All,All,All,All,Riau,,<18 yrs,16,,,,,,,,,,,,
Proportion of unsentenced detainees  below the age of 18 as a proportion of overall prison population,6.7,2017,,Ministry of Law and Human Rights,,All,All,All,All,All,Jambi,,<18 yrs,16,,,,,,,,,,,,
Proportion of unsentenced detainees  below the age of 18 as a proportion of overall prison population,19.4,2017,,Ministry of Law and Human Rights,,All,All,All,All,All,Sumatera Selatan,,<18 yrs,16,,,,,,,,,,,,
Proportion of unsentenced detainees  below the age of 18 as a proportion of overall prison population,22.7,2017,,Ministry of Law and Human Rights,,All,All,All,All,All,Bengkulu,,<18 yrs,16,,,,,,,,,,,,
Proportion of unsentenced detainees  below the age of 18 as a proportion of overall prison population,21.8,2017,,Ministry of Law and Human Rights,,All,All,All,All,All,Lampung,,<18 yrs,16,,,,,,,,,,,,
Proportion of unsentenced detainees  below the age of 18 as a proportion of overall prison population,13,2017,,Ministry of Law and Human Rights,,All,All,All,All,All,Kepulauan Bangka Belitung,,<18 yrs,16,,,,,,,,,,,,
Proportion of unsentenced detainees  below the age of 18 as a proportion of overall prison population,9.3,2017,,Ministry of Law and Human Rights,,All,All,All,All,All,Kepulauan Riau,,<18 yrs,16,,,,,,,,,,,,
Proportion of unsentenced detainees  below the age of 18 as a proportion of overall prison population,47.9,2017,,Ministry of Law and Human Rights,,All,All,All,All,All,DKI Jakarta,,<18 yrs,16,,,,,,,,,,,,
Proportion of unsentenced detainees  below the age of 18 as a proportion of overall prison population,28.1,2017,,Ministry of Law and Human Rights,,All,All,All,All,All,Jawa Barat,,<18 yrs,16,,,,,,,,,,,,
Proportion of unsentenced detainees  below the age of 18 as a proportion of overall prison population,22.2,2017,,Ministry of Law and Human Rights,,All,All,All,All,All,Jawa Tengah,,<18 yrs,16,,,,,,,,,,,,
Proportion of unsentenced detainees  below the age of 18 as a proportion of overall prison population,10.5,2017,,Ministry of Law and Human Rights,,All,All,All,All,All,DI Yogyakarta,,<18 yrs,16,,,,,,,,,,,,
Proportion of unsentenced detainees  below the age of 18 as a proportion of overall prison population,19.2,2017,,Ministry of Law and Human Rights,,All,All,All,All,All,Jawa Timur,,<18 yrs,16,,,,,,,,,,,,
Proportion of unsentenced detainees  below the age of 18 as a proportion of overall prison population,11.3,2017,,Ministry of Law and Human Rights,,All,All,All,All,All,Banten,,<18 yrs,16,,,,,,,,,,,,
Proportion of unsentenced detainees  below the age of 18 as a proportion of overall prison population,13.5,2017,,Ministry of Law and Human Rights,,All,All,All,All,All,Bali,,<18 yrs,16,,,,,,,,,,,,
Proportion of unsentenced detainees  below the age of 18 as a proportion of overall prison population,25,2017,,Ministry of Law and Human Rights,,All,All,All,All,All,Nusa Tenggara Barat,,<18 yrs,16,,,,,,,,,,,,
Proportion of unsentenced detainees  below the age of 18 as a proportion of overall prison population,1.3,2017,,Ministry of Law and Human Rights,,All,All,All,All,All,Nusa Tenggara Timur,,<18 yrs,16,,,,,,,,,,,,
Proportion of unsentenced detainees  below the age of 18 as a proportion of overall prison population,7.7,2017,,Ministry of Law and Human Rights,,All,All,All,All,All,Kalimantan Barat,,<18 yrs,16,,,,,,,,,,,,
Proportion of unsentenced detainees  below the age of 18 as a proportion of overall prison population,2.2,2017,,Ministry of Law and Human Rights,,All,All,All,All,All,Kalimantan Tengah,,<18 yrs,16,,,,,,,,,,,,
